United States,0,1,0
United States,1,0,0
آزاد کشمیر,0,0,1
South Africa,0,1,0
South Africa,1,0,0
France,0,0,1
United States,1,0,0
España,1,0,0
United Kingdom,1,0,0
United States,1,0,0
ישראל,1,0,0
Nederland,1,0,0
United States,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
Italia,0,1,0
United States,0,0,1
United States,1,0,0
United Kingdom,0,0,1
United Kingdom,0,1,0
United Kingdom,0,1,0
United States,0,1,0
United States,0,1,0
United States,0,0,1
United States,0,1,0
Slovenija,0,1,0
Nigeria,0,1,0
Nigeria,0,1,0
Canada,1,0,0
United States,0,1,0
Nigeria,1,0,0
United Kingdom,0,1,0
Italia,0,0,1
عمان,1,0,0
United States,0,1,0
United States,1,0,0
Italia,0,0,1
United States,0,1,0
Italia,1,0,0
United States,0,1,0
Namibia,1,0,0
United States,0,1,0
United Kingdom,0,1,0
لبنان,1,0,0
Italia,1,0,0
United States,1,0,0
United Kingdom,0,1,0
United Kingdom,0,1,0
United States,0,0,1
South Africa,1,0,0
Nigeria,1,0,0
United States,1,0,0
United States,1,0,0
The Bahamas,0,0,1
United States,0,0,1
United States,0,1,0
United Kingdom,0,0,1
United Kingdom,0,1,0
India,0,1,0
United States,0,1,0
United States,0,1,0
Tanzania,1,0,0
Uganda,0,1,0
Italia,0,0,1
United States,0,0,1
United States,0,1,0
Uganda,0,1,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
United States,0,1,0
United States,0,0,1
Italia,0,1,0
United States,1,0,0
United States,1,0,0
United States,0,1,0
United States,0,1,0
United States,1,0,0
United Kingdom,1,0,0
Canada,1,0,0
United States,0,1,0
United States,0,1,0
United States,1,0,0
Canada,0,1,0
United Kingdom,1,0,0
United Kingdom,1,0,0
United States,1,0,0
United States,0,1,0
United States,0,1,0
বাংলাদেশ,0,1,0
United States,0,1,0
Россия,0,1,0
الإمارات العربية المتحدة,0,1,0
Canada,1,0,0
United States,1,0,0
Canada,1,0,0
United Kingdom,1,0,0
Italia,1,0,0
United States,0,1,0
United Kingdom,0,1,0
United Kingdom,0,0,1
United States,1,0,0
Australia,0,1,0
United States,1,0,0
United States,0,1,0
Colombia,1,0,0
United States,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
Italia,1,0,0
United States,0,0,1
United States,1,0,0
United States,1,0,0
United States,1,0,0
Australia,0,0,1
United States,0,1,0
Namibia,0,0,1
United States,0,0,1
Italia,1,0,0
Canada,0,1,0
United States,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
United Kingdom,1,0,0
United States,1,0,0
United States,0,1,0
United States,0,1,0
United States,1,0,0
United States,0,0,1
United States,0,0,1
United States,1,0,0
United Kingdom,1,0,0
United Kingdom,0,1,0
United States,1,0,0
United States,0,1,0
Tanzania,1,0,0
Italia,1,0,0
United States,0,0,1
United States,0,0,1
Indonesia,0,1,0
Indonesia,1,0,0
United States,0,1,0
United States,0,1,0
United States,0,1,0
বাংলাদেশ,0,1,0
United Kingdom,1,0,0
United Kingdom,0,0,1
Italia,1,0,0
United States,0,1,0
Éire / Ireland,0,1,0
United States,0,1,0
United States,1,0,0
Nigeria,0,0,1
Italia,0,1,0
Canada,0,1,0
United States,0,0,1
Australia,0,0,1
United States,1,0,0
Canada,1,0,0
Canada,1,0,0
United States,1,0,0
Australia,0,1,0
United Kingdom,1,0,0
United States,0,1,0
United States,0,1,0
United States,1,0,0
United States,0,0,1
Indonesia,1,0,0
United States,1,0,0
United States,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
United States,0,0,1
United States,1,0,0
United States,0,1,0
United States,1,0,0
Malaysia,1,0,0
United States,0,1,0
الإمارات العربية المتحدة,1,0,0
United States,1,0,0
United States,1,0,0
United States,1,0,0
Australia,0,1,0
United States,0,1,0
United States,1,0,0
Italia,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,0,1
United States,1,0,0
United States,1,0,0
United States,0,0,1
Canada,0,0,1
United States,0,0,1
United States,0,1,0
Italia,0,0,1
United States,0,1,0
United States,0,0,1
United States,1,0,0
United States,0,0,1
United States,1,0,0
United States,1,0,0
Canada,0,1,0
United States,1,0,0
Indonesia,1,0,0
United States,0,1,0
United States,0,1,0
United States,0,0,1
United States,1,0,0
United States,0,1,0
United States,0,0,1
United Kingdom,1,0,0
Singapore,0,1,0
United States,0,0,1
United States,0,1,0
United Kingdom,1,0,0
United States,1,0,0
United States,1,0,0
Singapore,0,1,0
United States,1,0,0
México,1,0,0
United States,1,0,0
United States,1,0,0
Italia,1,0,0
United States,1,0,0
Canada,0,1,0
United States,0,0,1
United States,0,1,0
Italia,0,1,0
United States,1,0,0
Italia,0,1,0
India,1,0,0
India,0,1,0
United States,0,0,1
United States,1,0,0
United States,0,1,0
United States,0,1,0
Indonesia,0,0,1
United States,0,0,1
United States,0,1,0
Indonesia,1,0,0
United States,1,0,0
Australia,0,1,0
Italia,0,0,1
United States,1,0,0
United States,1,0,0
United States,1,0,0
الإمارات العربية المتحدة,0,1,0
United States,1,0,0
Colombia,0,1,0
United States,0,1,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
Italia,0,1,0
Nigeria,0,1,0
الإمارات العربية المتحدة,0,1,0
United States,0,1,0
United States,1,0,0
United States,1,0,0
United States,1,0,0
United States,1,0,0
Italia,0,0,1
India,0,1,0
India,1,0,0
India,1,0,0
Canada,1,0,0
India,0,1,0
United States,0,1,0
Italia,0,1,0
Italia,1,0,0
Brasil,0,1,0
United States,1,0,0
India,1,0,0
United States,0,1,0
United States,0,1,0
India,0,1,0
United States,0,1,0
日本,1,0,0
Australia,0,1,0
India,0,0,1
Italia,0,1,0
لبنان,0,1,0
United States,0,0,1
United States,1,0,0
Australia,0,1,0
United States,1,0,0
United States,0,1,0
United States,0,1,0
Indonesia,1,0,0
United States,0,1,0
United States,0,1,0
México,1,0,0
South Africa,0,1,0
Italia,1,0,0
India,0,0,1
India,1,0,0
United States,0,1,0
United States,0,1,0
United States,0,0,1
United Kingdom,1,0,0
Nigeria,1,0,0
United States,0,0,1
Australia,0,0,1
Brasil,1,0,0
Australia,1,0,0
India,0,1,0
Australia,1,0,0
United States,1,0,0
United States,1,0,0
India,1,0,0
India,1,0,0
Colombia,1,0,0
India,1,0,0
Italia,1,0,0
United States,0,1,0
Italia,0,1,0
United States,0,1,0
آزاد کشمیر,0,1,0
India,0,1,0
United States,0,1,0
United States,0,0,1
Australia,0,1,0
Luzon,1,0,0
India,0,1,0
United States,0,1,0
India,0,1,0
India,0,1,0
India,0,1,0
United States,1,0,0
South Africa,1,0,0
France,1,0,0
India,0,1,0
Indonesia,0,1,0
Kenya,1,0,0
Ghana,0,1,0
United States,1,0,0
United States,0,1,0
India,1,0,0
India,0,0,1
Kenya,0,1,0
Malaysia,0,1,0
United Kingdom,0,0,1
United States,1,0,0
Schweiz/Suisse/Svizzera/Svizra,0,1,0
ישראל,0,1,0
Italia,0,1,0
Italia,1,0,0
United States,0,0,1
India,0,1,0
India,0,1,0
India,1,0,0
नेपाल,0,1,0
United States,1,0,0
United States,1,0,0
India,0,1,0
India,0,1,0
Italia,1,0,0
India,1,0,0
United Kingdom,0,0,1
United Kingdom,0,1,0
Singapore,0,0,1
United Kingdom,0,0,1
آزاد کشمیر,0,1,0
United Kingdom,1,0,0
Nigeria,0,1,0
Nigeria,0,1,0
Nigeria,0,1,0
آزاد کشمیر,0,1,0
India,1,0,0
Australia,1,0,0
India,1,0,0
India,1,0,0
India,1,0,0
New Zealand / Aotearoa,0,1,0
Kenya,1,0,0
India,1,0,0
آزاد کشمیر,1,0,0
India,1,0,0
India,1,0,0
Indonesia,1,0,0
Palestinian Territory,0,1,0
South Africa,0,0,1
South Africa,0,0,1
United States,0,0,1
India,0,1,0
United States,1,0,0
Australia,1,0,0
United Kingdom,1,0,0
United States,0,0,1
বাংলাদেশ,1,0,0
Deutschland,0,1,0
United Kingdom,1,0,0
India,0,1,0
India,0,1,0
India,0,0,1
België / Belgique / Belgien,1,0,0
United Kingdom,1,0,0
South Africa,1,0,0
India,0,1,0
India,0,1,0
United States,1,0,0
Sverige,0,1,0
Indonesia,0,1,0
India,0,1,0
United States,0,0,1
United States,1,0,0
South Africa,0,1,0
Botswana,1,0,0
Indonesia,0,1,0
Deutschland,0,1,0
Nigeria,0,0,1
United Kingdom,0,1,0
India,1,0,0
India,0,1,0
India,0,0,1
Italia,1,0,0
India,1,0,0
United Kingdom,1,0,0
United States,0,1,0
Nigeria,0,1,0
Norge,1,0,0
United Kingdom,1,0,0
United Kingdom,0,0,1
United States,1,0,0
Éire / Ireland,1,0,0
India,0,1,0
India,1,0,0
United Kingdom,0,1,0
United Kingdom,0,1,0
Nigeria,0,1,0
Italia,0,1,0
Luzon,1,0,0
Nigeria,0,1,0
France,1,0,0
Indonesia,0,1,0
United States,1,0,0
Nigeria,1,0,0
Italia,1,0,0
United States,1,0,0
Nigeria,0,1,0
Italia,1,0,0
United States,0,0,1
India,1,0,0
India,0,1,0
Italia,1,0,0
India,1,0,0
South Africa,0,0,1
India,1,0,0
United States,0,1,0
Italia,1,0,0
Italia,1,0,0
United States,1,0,0
Italia,1,0,0
Kenya,0,1,0
Italia,1,0,0
United Kingdom,1,0,0
Palestinian Territory,0,1,0
United Kingdom,1,0,0
United Kingdom,1,0,0
India,0,0,1
Deutschland,1,0,0
United Kingdom,1,0,0
Ghana,1,0,0
Malaysia,1,0,0
Italia,1,0,0
Italia,1,0,0
Nigeria,0,1,0
Italia,1,0,0
India,0,1,0
Deutschland,0,1,0
Italia,1,0,0
Italia,1,0,0
India,0,1,0
United States,1,0,0
United Kingdom,0,1,0
United States,1,0,0
Norge,1,0,0
United Kingdom,0,1,0
United Kingdom,0,1,0
Nigeria,1,0,0
India,0,1,0
Nigeria,0,0,1
United Kingdom,0,1,0
Nigeria,0,1,0
الإمارات العربية المتحدة,1,0,0
Nigeria,1,0,0
Norge,0,1,0
United States,0,1,0
Deutschland,0,1,0
United States,0,1,0
India,0,1,0
South Africa,1,0,0
United Kingdom,0,1,0
Italia,1,0,0
United Kingdom,0,1,0
United States,0,1,0
United Kingdom,0,1,0
Italia,1,0,0
France,1,0,0
United States,1,0,0
India,0,1,0
United States,0,1,0
United Kingdom,1,0,0
United States,0,1,0
United States,0,1,0
India,0,1,0
United Kingdom,0,1,0
السعودية,0,1,0
Malaysia,0,1,0
United Kingdom,0,1,0
République démocratique du Congo,0,1,0
United Kingdom,0,1,0
India,0,1,0
Italia,1,0,0
India,0,1,0
United States,0,1,0
India,0,1,0
United Kingdom,0,1,0
India,0,1,0
United States,1,0,0
United States,1,0,0
South Africa,1,0,0
United Kingdom,0,0,1
United Kingdom,0,1,0
United Kingdom,0,1,0
Italia,0,1,0
مصر,0,1,0
United Kingdom,0,1,0
Italia,0,1,0
United States,0,1,0
United States,0,1,0
Italia,1,0,0
United Kingdom,0,1,0
Italia,1,0,0
Türkiye,0,0,1
United States,0,1,0
Türkiye,1,0,0
Italia,0,0,1
Kenya,0,0,1
Kenya,0,0,1
Namibia,0,1,0
Nigeria,0,1,0
Kenya,0,1,0
United Kingdom,1,0,0
Sverige,0,1,0
Canada,0,1,0
آزاد کشمیر,0,1,0
United Kingdom,1,0,0
Italia,1,0,0
Italia,1,0,0
India,0,1,0
বাংলাদেশ,0,1,0
United States,1,0,0
India,0,1,0
United Kingdom,1,0,0
België / Belgique / Belgien,0,1,0
Sierra Leone,0,1,0
United Kingdom,0,1,0
United Kingdom,1,0,0
United Kingdom,1,0,0
India,0,1,0
Nigeria,0,0,1
Nigeria,0,1,0
United Kingdom,0,0,1
United Kingdom,1,0,0
United States,1,0,0
Nederland,0,1,0
India,1,0,0
India,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
United Kingdom,0,0,1
South Africa,0,1,0
Italia,1,0,0
Italia,1,0,0
Éire / Ireland,1,0,0
United States,1,0,0
United States,0,1,0
India,1,0,0
South Africa,1,0,0
United States,0,1,0
Indonesia,0,1,0
United States,0,0,1
Nigeria,0,1,0
United States,0,1,0
Nigeria,0,1,0
Suomi / Finland,0,1,0
United States,1,0,0
Portugal,1,0,0
United Kingdom,0,0,1
آزاد کشمیر,0,1,0
India,0,1,0
Norge,1,0,0
Schweiz/Suisse/Svizzera/Svizra,1,0,0
South Africa,1,0,0
Sverige,0,1,0
United Kingdom,1,0,0
Canada,1,0,0
Italia,0,1,0
United Kingdom,0,1,0
United States,0,0,1
United Kingdom,0,0,1
Nigeria,0,1,0
India,0,0,1
United Kingdom,0,1,0
India,0,0,1
United States,1,0,0
India,1,0,0
United States,1,0,0
Nederland,1,0,0
Sverige,1,0,0
United States,0,1,0
Nederland,0,1,0
United States,0,1,0
United States,0,1,0
لبنان,0,1,0
India,0,1,0
United States,0,1,0
Deutschland,0,1,0
United Kingdom,0,1,0
Nigeria,0,0,1
United States,0,1,0
United States,0,0,1
United States,1,0,0
United States,1,0,0
United States,1,0,0
United States,1,0,0
Italia,1,0,0
United States,0,0,1
Deutschland,1,0,0
Canada,0,1,0
United States,0,1,0
United States,1,0,0
Canada,0,1,0
India,1,0,0
السعودية,1,0,0
United States,0,1,0
United States,0,0,1
Deutschland,0,1,0
Ghana,1,0,0
India,0,1,0
India,0,1,0
United States,1,0,0
United States,1,0,0
United States,0,1,0
India,1,0,0
United States,1,0,0
United States,0,1,0
United States,0,0,1
United Kingdom,1,0,0
Canada,0,1,0
United States,1,0,0
Portugal,1,0,0
Jersey,0,1,0
Canada,0,0,1
United States,0,1,0
United States,0,1,0
Italia,1,0,0
United States,1,0,0
India,0,0,1
United States,0,0,1
Luzon,0,1,0
United States,0,0,1
Ghana,0,1,0
United States,1,0,0
United States,0,1,0
United States,0,0,1
آزاد کشمیر,1,0,0
India,1,0,0
United Kingdom,0,0,1
Sverige,0,1,0
Türkiye,0,0,1
United States,0,0,1
United States,0,1,0
Kenya,0,0,1
United States,0,0,1
France,0,1,0
United States,0,0,1
United States,1,0,0
United Kingdom,0,0,1
United States,1,0,0
Canada,0,1,0
Liberia,0,0,1
United Kingdom,1,0,0
Colombia,0,0,1
Nederland,0,1,0
United States,1,0,0
Italia,1,0,0
United States,0,1,0
United States,0,1,0
United States,0,0,1
Jamaica,0,1,0
United States,1,0,0
India,1,0,0
France,0,1,0
United States,1,0,0
United States,1,0,0
United States,1,0,0
België / Belgique / Belgien,1,0,0
United States,1,0,0
India,0,1,0
Nigeria,1,0,0
Nigeria,1,0,0
United States,1,0,0
Éire / Ireland,0,1,0
United States,0,1,0
Italia,0,1,0
Deutschland,0,1,0
United States,0,1,0
United States,1,0,0
Canada,0,0,1
United States,0,1,0
Italia,0,1,0
United States,0,0,1
Botswana,1,0,0
India,0,1,0
United States,1,0,0
United States,0,1,0
United States,0,0,1
United States,0,0,1
India,0,1,0
India,0,1,0
United Kingdom,0,1,0
United Kingdom,0,1,0
United States,1,0,0
Barbados,0,1,0
United States,1,0,0
Italia,0,1,0
United States,0,1,0
Nederland,0,1,0
India,0,0,1
United Kingdom,0,1,0
India,1,0,0
United States,0,1,0
United Kingdom,0,1,0
United States,0,1,0
United Kingdom,0,0,1
United States,1,0,0
Italia,0,1,0
United States,1,0,0
United States,1,0,0
Deutschland,0,1,0
United Kingdom,1,0,0
Deutschland,0,0,1
United States,1,0,0
United States,0,1,0
United Kingdom,1,0,0
United States,1,0,0
België / Belgique / Belgien,0,1,0
Uganda,0,1,0
India,1,0,0
Ελλάς,1,0,0
United States,0,0,1
United Kingdom,1,0,0
United States,0,1,0
United States,0,0,1
Kenya,1,0,0
United States,0,1,0
United States,0,0,1
الكويت,0,1,0
United States,0,0,1
United Kingdom,0,0,1
United States,0,1,0
United Kingdom,0,1,0
United States,0,1,0
United Kingdom,0,1,0
United States,1,0,0
Italia,0,1,0
United Kingdom,0,0,1
United Kingdom,0,0,1
Australia,0,0,1
Canada,1,0,0
Nigeria,1,0,0
United States,1,0,0
United States,1,0,0
United Kingdom,0,1,0
Nederland,0,1,0
United States,0,1,0
Italia,1,0,0
Zimbabwe,0,1,0
United States,0,0,1
United States,0,0,1
대한민국,1,0,0
India,1,0,0
United States,1,0,0
United Kingdom,1,0,0
United States,1,0,0
United States,0,1,0
Italia,0,1,0
Nigeria,0,1,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
United States,0,1,0
Italia,1,0,0
Italia,0,0,1
United Kingdom,1,0,0
United States,1,0,0
Barbados,0,1,0
United States,0,1,0
United States,1,0,0
Deutschland,0,0,1
Canada,0,1,0
The Bahamas,0,1,0
België / Belgique / Belgien,0,0,1
United States,0,1,0
United States,1,0,0
South Africa,1,0,0
United States,1,0,0
Ghana,1,0,0
United Kingdom,0,0,1
United Kingdom,0,0,1
United States,1,0,0
Nigeria,0,1,0
United Kingdom,1,0,0
Canada,1,0,0
United States,1,0,0
United Kingdom,1,0,0
United States,0,1,0
India,1,0,0
United States,1,0,0
India,1,0,0
United States,0,0,1
United Kingdom,0,1,0
United States,1,0,0
United States,0,1,0
United States,0,1,0
India,0,0,1
España,1,0,0
Portugal,1,0,0
United States,1,0,0
United States,0,1,0
United Kingdom,1,0,0
India,1,0,0
United States,1,0,0
United States,1,0,0
آزاد کشمیر,0,1,0
United States,0,0,1
United States,1,0,0
South Africa,1,0,0
United States,1,0,0
Italia,1,0,0
United States,0,1,0
United States,0,1,0
United States,1,0,0
Canada,0,1,0
United States,0,1,0
Canada,1,0,0
België / Belgique / Belgien,1,0,0
United States,0,1,0
United States,1,0,0
United States,1,0,0
Éire / Ireland,1,0,0
Canada,1,0,0
United Kingdom,0,1,0
United States,0,1,0
Italia,1,0,0
United Kingdom,0,0,1
Italia,0,1,0
United Kingdom,0,0,1
Italia,1,0,0
United States,0,0,1
Italia,1,0,0
United States,1,0,0
United States,1,0,0
United States,0,0,1
United States,1,0,0
United States,1,0,0
Italia,1,0,0
Brasil,0,0,1
United States,1,0,0
United States,1,0,0
नेपाल,1,0,0
قطر,0,1,0
United States,0,1,0
United Kingdom,0,1,0
United Kingdom,1,0,0
Deutschland,0,1,0
United States,0,1,0
Italia,0,1,0
United States,0,1,0
United States,1,0,0
United States,1,0,0
Italia,0,0,1
United States,0,0,1
Italia,0,0,1
United States,0,1,0
United States,0,1,0
Italia,0,1,0
México,1,0,0
Italia,0,0,1
United Kingdom,0,1,0
United States,1,0,0
United States,1,0,0
United States,0,1,0
United Kingdom,1,0,0
United States,0,0,1
United States,0,1,0
United Kingdom,1,0,0
United States,1,0,0
United Kingdom,0,1,0
United Kingdom,0,0,1
Nigeria,1,0,0
United States,1,0,0
United States,0,1,0
United States,1,0,0
Canada,0,1,0
United States,1,0,0
Canada,0,1,0
Italia,0,1,0
United Kingdom,1,0,0
United States,0,1,0
United Kingdom,0,0,1
United States,1,0,0
United States,0,0,1
Ghana,1,0,0
Österreich,0,1,0
India,1,0,0
India,1,0,0
United States,0,1,0
United States,0,1,0
United States,0,1,0
Australia,1,0,0
中国,0,1,0
United States,1,0,0
United States,0,1,0
India,1,0,0
United Kingdom,0,1,0
India,0,1,0
India,1,0,0
United Kingdom,0,1,0
Deutschland,0,1,0
India,1,0,0
United Kingdom,0,0,1
Italia,0,0,1
India,1,0,0
Canada,0,1,0
India,1,0,0
United States,0,1,0
Nederland,0,1,0
India,0,1,0
ශ්‍රී ලංකාව இலங்கை,1,0,0
India,1,0,0
United Kingdom,1,0,0
United Kingdom,0,1,0
United States,1,0,0
India,1,0,0
India,1,0,0
United Kingdom,1,0,0
Malaysia,1,0,0
United States,1,0,0
United States,1,0,0
日本,0,1,0
Italia,0,1,0
United States,0,1,0
Kenya,0,0,1
Italia,0,0,1
Polska,1,0,0
United States,1,0,0
Italia,1,0,0
United States,0,1,0
United States,0,0,1
Liberia,0,1,0
India,1,0,0
United States,0,1,0
नेपाल,0,1,0
United Kingdom,0,0,1
India,0,0,1
Italia,0,0,1
الإمارات العربية المتحدة,0,1,0
United States,0,0,1
India,0,1,0
Suriname,0,1,0
Deutschland,1,0,0
United Kingdom,0,1,0
Schweiz/Suisse/Svizzera/Svizra,0,1,0
United States,1,0,0
United Kingdom,0,1,0
België / Belgique / Belgien,1,0,0
United Kingdom,1,0,0
Italia,1,0,0
United States,1,0,0
United States,1,0,0
United Kingdom,1,0,0
Jamaica,1,0,0
Italia,1,0,0
United States,0,1,0
Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر,0,1,0
United States,1,0,0
Italia,0,0,1
Kenya,1,0,0
United States,0,1,0
United States,0,1,0
Nederland,0,1,0
Nigeria,0,0,1
Nederland,0,0,1
United Kingdom,1,0,0
United States,0,1,0
United States,0,1,0
United States,0,1,0
India,1,0,0
United States,1,0,0
Nigeria,0,1,0
Luzon,1,0,0
South Africa,0,1,0
United Kingdom,1,0,0
Luzon,1,0,0
الإمارات العربية المتحدة,1,0,0
United States,0,1,0
United States,0,1,0
United Kingdom,0,1,0
Italia,0,1,0
Nigeria,0,0,1
Nigeria,0,1,0
Italia,0,0,1
United States,0,1,0
United States,0,1,0
United States,1,0,0
United States,0,1,0
United Kingdom,1,0,0
United States,1,0,0
United States,0,0,1
United States,0,1,0
United States,0,1,0
Éire / Ireland,1,0,0
Italia,1,0,0
Indonesia,0,0,1
Italia,0,1,0
United States,1,0,0
United States,0,1,0
Deutschland,0,1,0
United States,0,0,1
United States,1,0,0
India,0,1,0
آزاد کشمیر,0,1,0
Italia,0,1,0
United States,0,1,0
Australia,0,1,0
India,1,0,0
United States,1,0,0
الإمارات العربية المتحدة,0,1,0
中国,0,1,0
Italia,0,1,0
United States,0,1,0
United Kingdom,0,0,1
الإمارات العربية المتحدة,1,0,0
United States,1,0,0
United States,0,1,0
Italia,0,0,1
United States,1,0,0
United States,0,1,0
United Kingdom,0,1,0
India,1,0,0
United States,0,1,0
United States,1,0,0
United States,0,0,1
United Kingdom,0,0,1
Italia,1,0,0
Nigeria,0,0,1
India,1,0,0
United States,0,1,0
Italia,1,0,0
United States,0,1,0
Italia,0,0,1
United States,1,0,0
الإمارات العربية المتحدة,0,0,1
United States,0,1,0
India,0,0,1
United States,1,0,0
United States,0,1,0
India,1,0,0
Italia,0,1,0
Deutschland,1,0,0
United Kingdom,1,0,0
Nigeria,0,1,0
United States,0,1,0
Nigeria,0,1,0
India,1,0,0
United States,0,1,0
Italia,0,1,0
United States,1,0,0
United States,0,1,0
Deutschland,0,0,1
Deutschland,0,0,1
Deutschland,0,0,1
United States,1,0,0
India,0,1,0
Deutschland,0,0,1
United States,1,0,0
United States,0,1,0
Deutschland,0,0,1
Deutschland,0,0,1
India,1,0,0
United States,1,0,0
